#GRID	AN_GRID	-2466000.000000	-2034000.000000	36000.000000	36000.000000	137	113	1	LAMBERT	meters	30.000000	60.000000	103.800000	103.800000	36.300000
  100	901108	   87	  110	0.15037306	!	262919377.835712	1748447342.687719	1.000000
  100	901109	   87	  109	0.29867505	!	522217588.909534	1748447342.687772	0.298675
  100	901109	   88	  109	0.09453259	!	165285255.230748	1748447342.687772	0.393208
  100	901109	   87	  110	0.51067223	!	892883500.715117	1748447342.687772	0.903880
  100	901109	   88	  110	0.09612014	!	168060997.832375	1748447342.687772	1.000000
  100	901110	   88	  109	0.27372797	!	478598940.846483	1748447342.687788	0.273728
  100	901110	   89	  109	0.04116357	!	71972327.520928	1748447342.687788	0.314892
  100	901110	   88	  110	0.63651383	!	1112910915.906881	1748447342.687788	0.951405
  100	901110	   89	  110	0.02895865	!	50632672.667122	1748447342.687788	0.980364
  100	901110	   88	  111	0.01963598	!	34332485.746369	1748447342.687788	1.000000
  100	901111	   89	  109	0.22595500	!	395070425.509659	1748447342.687731	0.225955
  100	901111	   90	  109	0.00668922	!	11695754.728022	1748447342.687731	0.232644
  100	901111	   88	  110	0.00309835	!	5417301.220714	1748447342.687731	0.235743
  100	901111	   89	  110	0.66667619	!	1165648211.821663	1748447342.687731	0.902419
  100	901111	   90	  110	0.00030532	!	533843.895573	1748447342.687731	0.902724
  100	901111	   88	  111	0.00256679	!	4487898.316530	1748447342.687731	0.905291
  100	901111	   89	  111	0.09470912	!	165593907.195568	1748447342.687731	1.000000
  100	901112	   90	  109	0.14643932	!	256041441.375345	1748447342.687730	0.146439
  100	901112	   89	  110	0.04559423	!	79719115.511215	1748447342.687730	0.192034
  100	901112	   90	  110	0.62569166	!	1093988920.692167	1748447342.687730	0.817725
  100	901112	   89	  111	0.02426117	!	42419377.488119	1748447342.687730	0.841986
  100	901112	   90	  111	0.15801362	!	276278487.620891	1748447342.687730	1.000000
  100	901113	   90	  109	0.00755548	!	13210366.240563	1748447342.687721	0.007555
  100	901113	   91	  109	0.04869360	!	85138200.561878	1748447342.687721	0.056249
  100	901113	   90	  110	0.11523209	!	201477235.412262	1748447342.687721	0.171481
  100	901113	   91	  110	0.55731559	!	974436966.132159	1748447342.687721	0.728797
  100	901113	   90	  111	0.06857604	!	119901599.487817	1748447342.687721	0.797373
  100	901113	   91	  111	0.20262719	!	354282974.853048	1748447342.687721	1.000000
  100	901114	   91	  109	0.00053409	!	933824.028615	1748447342.687746	0.000534
  100	901114	   91	  110	0.18359198	!	321000915.502921	1748447342.687746	0.184126
